,grain screened,paper type,ink type,type on cylinder,press type,press,unit number,paper mill location,proof cut,viscosity,caliper,ink temperature,humifity,roughness,blade pressure,varnish pct,press speed,ink pct,solvent pct,wax,hardener,roller durometer,current density,anode space ratio,band type,speedBand,cutBand
140,1,0,0,yes,1,5,9.0,1,45.0,54.0,0.367,15.5,74.0,0.5625,40.0,10.5,2250.0,52.6,36.8,2.5,1.8,30.0,40.0,106.45,0,3,0
141,1,1,0,no,1,6,2.0,1,37.5,70.0,0.333,14.9,64.0,0.75,28.0,3.4,1500.0,57.5,39.1,2.5,1.0,40.0,40.0,106.89,0,0,0
142,1,1,0,yes,1,6,9.0,1,37.5,70.0,0.4,15.0,65.0,0.75,25.0,5.4,1500.0,54.3,40.2,2.3,0.9,40.0,40.0,106.66,0,0,0
143,1,0,0,yes,1,5,2.0,1,47.5,60.0,0.4,14.5,74.0,0.8125,20.0,8.6,1600.0,53.8,37.6,2.0,1.5,35.0,40.0,110.0,0,0,1
144,1,0,0,yes,1,7,9.0,1,40.0,62.0,0.3,16.0,84.0,0.9375,28.0,10.3239852398524,2200.0,58.8,41.2,2.5,0.6,30.0,40.0,106.45,0,3,0
145,1,0,0,yes,1,7,2.0,1,40.0,62.0,0.267,16.0,84.0,0.9375,32.0,10.3239852398524,2200.0,58.8,41.2,1.4,1.0,30.0,40.0,106.45,0,3,0
146,1,0,0,yes,3,3,9.0,1,40.0,64.0,0.2,15.5,85.0,1.0,26.0,10.3239852398524,2400.0,58.8,41.2,2.5,1.0,30.0,40.0,103.125,0,3,0
147,1,0,0,yes,3,3,2.0,1,40.0,64.0,0.233,15.0,82.0,0.75,31.0,10.3239852398524,2400.0,60.0,40.0,2.5,1.0,30.0,40.0,106.66,0,3,0
148,0,1,1,no,2,0,7.0,2,50.0,69.0,0.367,17.0,82.0,0.75,50.0,10.3239852398524,1700.0,62.5,37.5,3.0,1.0,40.0,40.0,106.45,1,1,1
149,1,0,0,no,1,5,9.0,1,50.0,60.0,0.4,16.0,76.0,0.5625,28.0,5.6,1600.0,55.6,38.9,1.0,0.5,35.0,40.0,110.0,0,0,1
150,1,0,0,yes,3,2,2.0,2,50.0,62.0,0.4,15.4,98.0,0.75,25.0,10.6,1750.0,48.1,41.3,2.8,1.3,33.0,40.0,110.0,0,1,1
151,1,0,0,yes,3,2,9.0,2,50.0,62.0,0.4,14.9,96.0,0.75,26.0,11.0,1950.0,50.0,39.0,2.8,0.8,33.0,40.0,110.0,0,2,1
152,0,1,1,yes,0,1,1.0,2,50.0,68.0,0.367,13.4,70.0,0.7243334970530452,30.907563025210084,20.4,1700.0,46.3,33.3,2.5,1.0,40.0,40.0,106.45,1,1,1
153,1,1,0,yes,3,2,9.0,0,35.0,68.0,0.4,15.1,90.0,0.875,30.0,6.0,1500.0,59.5,34.5,2.5,1.0,35.0,40.0,106.89,1,0,0
154,1,0,0,yes,3,3,2.0,2,45.0360824742268,56.0,0.3,16.02,84.0,0.25,30.0,5.3,2244.0,52.6,42.1,3.0,0.8,30.0,40.0,110.0,0,3,1
155,1,0,0,yes,3,3,9.0,2,32.5,56.0,0.367,15.03,79.0,0.3125,28.0,5.3,2244.0,52.6,42.1,1.8,0.5,30.0,40.0,106.45,0,3,0
156,1,0,0,yes,1,7,2.0,1,40.0,56.0,0.3,17.0,82.0,0.75,30.0,10.3239852398524,2550.0,52.6,47.4,2.0,1.0,33.0,40.0,103.22,0,3,0
157,1,0,0,yes,1,7,9.0,1,30.0,56.0,0.283,17.0,72.0,0.75,30.0,10.3239852398524,2550.0,52.6,47.4,2.0,1.0,33.0,40.0,103.22,0,3,0
158,1,0,0,yes,3,2,2.0,1,30.0,69.0,0.3,16.0,98.0,0.75,35.0,10.3239852398524,2050.0,62.5,37.5,2.75,1.0,33.0,40.0,100.0,0,3,0
159,1,0,0,yes,1,6,2.0,1,45.0,69.0,0.267,15.6,72.0,0.75,21.0,5.6,2426.0,55.6,38.9,2.85,1.1,30.0,40.0,103.22,0,3,0
160,1,0,0,yes,1,6,9.0,1,45.0,69.0,0.267,16.1,76.0,0.75,22.0,5.6,2426.0,55.6,38.9,2.7,0.7,30.0,40.0,103.22,0,3,0
161,1,0,0,no,3,2,9.0,1,32.5,69.0,0.2,15.5,94.0,0.75,30.0,0.5,2050.0,52.6,42.1,2.5,1.0,33.0,40.0,100.0,0,3,0
162,1,0,0,no,1,5,2.0,1,45.0360824742268,66.0,0.2,15.0,82.0,0.8125,30.0,7.0,1900.0,58.1,34.9,2.5,0.9,30.0,40.0,103.125,1,2,1
163,0,1,1,no,3,3,9.0,2,45.0,65.0,0.3,16.3,78.0,0.75,32.0,3.4,1700.0,56.8,39.8,2.5,1.0,34.0,40.0,106.45,1,1,0
164,0,1,1,yes,3,3,2.0,2,40.0,68.0,0.3,14.0,88.0,0.75,32.0,10.3239852398524,1742.0,60.0,40.0,2.5,1.0,40.0,40.0,103.125,1,1,0
165,1,1,0,yes,1,5,9.0,1,40.0,64.0,0.2,16.5,82.0,0.5625,30.0,2.3,1900.0,57.5,40.2,1.3,0.8,30.0,40.0,106.45,1,2,0
166,0,1,2,yes,3,2,2.0,2,40.0,65.0,0.267,16.2,79.0,0.625,30.0,10.3239852398524,1500.0,62.5,37.5,2.5,1.0,38.0,40.0,106.45,1,0,0
167,0,1,1,yes,0,1,1.0,2,50.0,66.0,0.233,16.0,87.0,1.0,30.907563025210084,11.1,1530.0,55.6,33.3,2.5,1.0,34.0,40.0,100.0,1,0,1
168,1,1,0,yes,3,2,9.0,2,35.0,62.0,0.4,14.5,94.0,1.0,35.0,10.3239852398524,1900.0,63.3,36.7,2.5,1.0,35.0,40.0,106.89,1,2,0
169,1,0,0,no,1,5,2.0,1,40.0,62.0,0.27585742187499995,16.0,80.0,0.8125,40.0,10.3239852398524,2250.0,62.5,37.5,2.5,0.7,30.0,40.0,110.0,1,3,0
170,1,1,0,yes,1,6,9.0,2,42.5,58.0,0.4,15.0,76.0,1.0,20.0,5.4,2000.0,54.3,40.2,2.5,1.0,35.0,40.0,103.33,1,2,0
171,0,0,0,yes,0,1,9.0,2,50.0,64.0,0.233,18.0,64.0,1.0,30.907563025210084,10.3239852398524,1300.0,62.5,37.5,3.0,1.0,40.0,40.0,106.45,1,0,1
172,0,0,0,yes,0,1,10.0,2,50.0,64.0,0.2,16.0,86.0,0.75,30.907563025210084,10.3239852398524,1300.0,58.8,41.1,2.5,1.0,40.0,40.0,106.45,1,0,1
173,0,1,1,yes,3,3,2.0,1,60.0,66.0,0.2,14.5,85.0,0.25,30.907563025210084,10.3239852398524,1826.8125,62.2,37.8,2.5,1.0,34.0,40.0,106.45,1,2,2
174,1,0,0,no,1,5,9.0,1,40.0,64.0,0.233,15.4,88.0,0.5625,24.0,4.4,1835.0,55.5,40.0,2.0,1.3,30.0,40.0,106.45,0,2,0
175,1,0,0,no,1,5,2.0,1,40.0,64.0,0.2,16.0,76.0,0.8125,23.0,4.8,1835.0,59.5,35.7,2.0,0.7,30.0,40.0,106.45,0,2,0
176,0,1,1,yes,3,3,9.0,2,47.5,63.0,0.3,16.4,84.0,0.5,27.0,20.7,1800.0,41.3,38.0,2.6,0.3,40.0,33.0,96.7,1,1,1
177,0,1,1,yes,3,3,9.0,2,50.0,50.0,0.3,14.5,84.0,0.25,24.0,20.7,1500.0,41.3,38.0,3.0,0.6,40.0,33.0,103.3,1,0,1
178,0,1,1,yes,0,1,1.0,2,50.0,48.0,0.233,13.0,80.0,1.0,30.907563025210084,18.9,1700.0,47.2,34.0,2.7,0.6,40.0,33.0,100.0,1,1,1
179,0,1,1,yes,3,2,9.0,2,52.0,54.0,0.5,16.0,82.0,0.875,22.0,15.8,900.0,49.5,34.7,2.5,1.0,50.0,40.0,96.7,1,0,1
180,1,0,0,no,1,6,2.0,1,40.0,41.0,0.233,14.0,79.0,0.75,20.0,10.3239852398524,1530.0,61.7,38.3,3.1,1.8,33.0,33.0,96.9,0,0,0
181,1,0,0,yes,3,2,9.0,1,45.0,42.0,0.233,15.0,76.0,0.75,30.0,10.3239852398524,2220.0,58.8,41.2,2.5,1.0,30.0,35.0,100.0,0,3,0
182,1,0,0,yes,3,2,2.0,1,45.0,42.0,0.233,16.0,84.0,0.625,28.0,10.3239852398524,2220.0,54.3,45.7,2.5,1.0,30.0,35.0,100.0,0,3,0
183,0,1,1,yes,2,0,7.0,2,55.0,54.0,0.267,15.0,70.0,0.625,60.0,3.4,1600.0,56.8,39.8,1.0,0.4,45.0,40.0,103.3,0,0,1
184,0,1,2,no,2,0,2.0,2,57.5,54.0,0.267,15.5,80.0,0.625,55.0,10.3239852398524,1600.0,62.5,37.5,3.0,0.5,45.0,40.0,103.3,0,0,2
185,1,0,0,yes,0,1,9.0,2,40.0,54.0,0.233,15.59,89.0,1.0,30.907563025210084,1.2,1700.0,58.1,40.7,2.5,0.6,40.0,33.0,103.3,0,1,0
186,1,0,0,yes,3,2,2.0,2,40.0,38.0,0.3,16.0,92.0,0.625,25.0,1.1,1900.0,53.8,45.2,2.5,1.0,30.0,33.0,100.0,0,2,0
187,1,1,0,yes,3,2,1.0,1,50.0,60.0,0.3,14.0,75.0,0.625,33.0,10.3239852398524,2000.0,65.2,34.8,2.4375238095238094,1.0026717557251907,35.0,40.0,96.9,1,2,1
188,0,1,1,yes,3,3,9.0,2,45.0,49.0,0.2,16.0,72.0,0.375,38.0,15.0,1650.0,50.0,35.0,2.5,0.2,38.0,33.0,96.9,1,1,0
189,0,1,1,yes,0,1,5.0,2,60.0,43.0,0.367,15.0,94.0,1.0,30.907563025210084,9.5,1500.0,52.6,37.9,2.5,1.0,40.0,35.0,100.0,1,0,2
190,0,1,1,no,1,4,7.0,2,47.5,41.0,0.333,18.0,74.0,0.5,30.0,17.7,1900.0,44.2,38.1,2.5,1.0,40.0,33.0,100.0,1,2,1
191,0,1,1,yes,2,0,2.0,2,47.5,52.0,0.267,14.3,98.0,0.75,55.0,11.7,1600.0,53.2,35.1,3.0,1.0,40.0,33.0,100.0,1,0,1
192,1,0,0,yes,3,3,9.0,1,37.5,54.0,0.3,14.5,80.0,1.0,20.0,10.9,2400.0,54.3,34.8,2.5,0.4,30.0,40.0,103.3,0,3,0
193,1,0,0,yes,3,3,2.0,1,52.5,54.0,0.267,14.6,82.0,0.7243334970530452,32.0,10.5,2400.0,52.6,36.8,2.5,0.5,30.0,40.0,100.0,0,3,1
194,1,0,0,yes,1,6,2.0,1,45.0,55.0,0.3,15.0,75.0,0.75,25.0,10.3239852398524,2300.0,59.8,40.2,2.0,2.3,30.0,33.0,96.6,0,3,0
195,1,1,0,no,1,6,9.0,1,40.0,48.0,0.3,15.0,82.0,1.0,35.0,10.3239852398524,1720.0,59.3,40.7,1.5,1.5,32.0,33.0,100.0,0,1,0
196,1,1,0,no,1,6,2.0,1,40.0,48.0,0.333,15.0,75.0,1.0,30.0,10.3239852398524,1720.0,61.7,38.3,2.5,3.0,33.0,33.0,103.2,0,1,0
197,0,1,1,no,2,0,7.0,2,50.0,52.0,0.2,14.0,80.0,0.75,60.0,4.4,1700.0,54.9,40.7,2.5,1.0,40.0,33.0,100.0,1,1,1
198,0,1,1,yes,0,1,1.0,2,55.0,54.0,0.233,13.23,79.0,1.0,30.907563025210084,18.9,1700.0,47.2,34.0,2.0,0.6,40.0,33.0,100.0,0,1,1
199,1,0,0,yes,0,1,10.0,2,40.0,54.0,0.267,14.42,87.0,1.0,30.907563025210084,4.5,1700.0,56.2,39.3,2.5,1.0,40.0,33.0,96.8,0,1,0
200,0,1,1,yes,2,0,2.0,2,72.5,54.0,0.2,14.5,82.0,0.75,50.0,2.2,1900.0,56.7,41.6,3.0,0.9,40.0,33.0,100.0,0,2,2
201,0,1,1,yes,0,1,5.0,2,47.5,54.0,0.2,16.08,69.0,1.0,30.907563025210084,3.3,1700.0,55.5,41.1,2.5,0.9,40.0,30.0,103.3,0,1,1
202,0,1,1,yes,3,3,2.0,2,60.0,50.0,0.3,15.0,72.0,0.75,30.0,15.9,1700.0,44.2,39.8,3.0,0.5,40.0,33.0,100.0,1,1,2
203,1,0,0,yes,1,5,9.0,1,50.0,48.0,0.333,15.8,70.0,0.7243334970530452,30.0,10.3239852398524,1900.0,58.8,41.2,2.5,1.2,30.0,33.0,100.0,0,2,1
204,1,0,0,yes,1,5,2.0,2,50.0,48.0,0.233,15.5,68.0,0.8125,30.0,10.3239852398524,1900.0,57.4,42.6,1.5,1.0,30.0,33.0,100.0,0,2,1
205,1,0,0,yes,3,2,9.0,1,40.0,54.0,0.233,15.0,80.0,0.75,28.0,10.3239852398524,1800.0,58.8,41.2,2.5,1.2,30.0,33.0,100.0,0,1,0
206,1,0,0,yes,3,2,2.0,1,40.0,54.0,0.3,15.0,88.0,0.75,28.0,10.3239852398524,1800.0,58.8,41.2,2.5,1.2,30.0,33.0,100.0,0,1,0
207,0,1,1,no,1,4,7.0,2,40.0,54.0,0.333,14.1,80.0,0.7243334970530452,20.0,24.8,1850.0,41.3,33.9,2.5,0.8,40.0,40.0,103.3,0,2,0
208,0,1,2,no,2,0,2.0,2,50.0,65.0,0.27585742187499995,17.0,100.0,0.625,52.0,5.6,1650.0,55.5,38.9,3.0,0.6,45.0,39.056390977443606,103.03279135338346,1,1,1
209,0,1,2,no,1,4,7.0,2,52.5,62.0,0.433,14.5,95.0,0.75,20.0,10.3239852398524,1950.0,58.8,41.2,2.0,1.0,38.0,35.0,100.0,1,2,1
210,0,1,1,no,2,0,2.0,2,50.0,56.0,0.2,14.3,105.0,0.75,70.0,10.3239852398524,1600.0,55.5,44.5,3.0,1.0,45.0,35.0,100.0,1,0,1
211,1,0,0,yes,0,1,6.0,0,47.5,62.0,0.333,15.0,84.0,0.7243334970530452,30.907563025210084,5.6,1826.8125,56.2,38.2,2.5,1.0,35.0,40.0,96.7,0,2,1
212,1,0,0,yes,0,1,1.0,0,47.5,62.0,0.27585742187499995,15.0,80.0,0.7243334970530452,30.907563025210084,5.6,1826.8125,56.2,38.2,2.5,1.0,35.0,40.0,96.9,0,2,1
213,1,0,0,yes,3,2,9.0,1,30.0,58.0,0.433,15.9,81.0,0.625,30.0,10.3239852398524,2150.0,62.5,37.5,2.5,1.0,30.0,35.0,90.0,0,3,0
214,1,0,0,yes,3,2,2.0,1,30.0,58.0,0.333,16.3,78.0,0.625,30.0,10.3239852398524,2150.0,58.8,41.2,2.5,1.0,30.0,35.0,90.0,0,3,0
215,1,0,0,yes,1,5,2.0,1,30.0,51.0,0.3,16.0,70.0,0.8125,20.0,10.3239852398524,2250.0,58.8,41.2,1.5,0.6,30.0,35.0,103.3,0,3,0
216,1,0,0,yes,1,5,9.0,1,30.0,51.0,0.333,16.0,76.0,0.875,25.0,19.1,2250.0,42.7,38.2,1.2,0.5,30.0,35.0,103.3,0,3,0
217,1,0,0,yes,1,6,9.0,1,30.0,58.0,0.467,15.0,98.0,0.75,30.0,10.3239852398524,2300.0,58.8,41.2,2.25,1.0,30.0,35.0,100.0,0,3,0
218,1,0,0,yes,1,6,2.0,1,30.0,58.0,0.467,15.0,96.0,0.75,30.0,10.3239852398524,2300.0,58.8,41.2,3.0,0.75,30.0,35.0,100.0,0,3,0
219,0,0,1,no,3,2,9.0,1,52.5,54.0,0.433,16.3,90.0,0.75,38.0,10.3239852398524,1800.0,62.5,38.5,2.9,1.1,33.0,35.0,100.0,0,1,1
220,0,0,1,no,3,2,2.0,1,55.5,54.0,0.233,15.0,82.0,0.75,38.0,10.3239852398524,1800.0,58.8,41.2,2.0,1.0,33.0,35.0,100.0,0,1,2
221,0,1,1,yes,1,4,2.0,2,40.0,54.0,0.27585742187499995,14.6,85.0,0.7243334970530452,20.0,21.7,1850.0,43.5,34.8,2.5,0.8,40.0,39.056390977443606,103.03279135338346,0,2,0
222,0,1,1,yes,0,1,1.0,3,50.0,53.0,0.3,16.0,65.0,0.75,30.907563025210084,15.8,1300.0,49.5,34.7,2.5,1.0,28.0,35.0,93.5,0,0,1
223,0,1,1,yes,0,1,6.0,3,50.0,53.0,0.3,16.5,90.0,0.75,30.907563025210084,11.3,1300.0,51.5,37.1,2.5,0.7,28.0,35.0,100.0,0,0,1
224,0,1,2,yes,2,0,7.0,2,50.0,59.0,0.367,13.0,92.0,0.625,49.0,10.3239852398524,1300.0,58.8,41.2,3.0,1.1,40.0,35.0,100.0,1,0,1
225,0,1,1,no,3,2,9.0,2,57.5,55.0,0.333,14.0,86.0,0.75,30.0,13.0,1700.0,50.0,37.0,2.9,0.9,34.0,35.0,100.0,0,1,2
226,0,1,1,no,3,2,2.0,2,55.0,55.0,0.3,13.0,86.0,0.75,28.0,13.7,1700.0,49.0,37.3,3.0,0.8,34.0,35.0,100.0,0,1,1
227,1,0,0,yes,3,2,9.0,1,45.0360824742268,60.0,0.27585742187499995,15.5,80.0,0.7243334970530452,30.0,13.0,1750.0,54.3,32.6,2.75,1.0,33.0,39.056390977443606,103.03279135338346,0,1,1
228,1,0,0,yes,3,2,2.0,1,45.0360824742268,60.0,0.27585742187499995,15.0,78.0,0.625,34.0,15.0,1750.0,50.0,35.0,2.5,1.0,33.0,39.056390977443606,103.03279135338346,0,1,1
229,0,1,2,no,0,1,6.0,2,50.0,59.0,0.4,15.0,90.0,0.75,30.907563025210084,10.3239852398524,1500.0,58.8,41.2,2.5,1.0,40.0,35.0,100.0,1,0,1
230,0,1,1,no,1,4,7.0,2,55.0,49.0,0.233,15.6,80.0,1.0,30.0,35.8,1950.0,41.7,22.5,2.7,1.0,40.0,37.0,100.0,1,2,1
231,0,1,1,yes,3,2,2.0,2,65.0,49.0,0.333,13.5,82.0,0.625,30.0,10.3239852398524,1350.0,68.2,31.8,2.5,1.0,38.0,37.0,103.2,1,0,2
232,1,1,1,no,2,0,2.0,2,65.0,65.0,0.4,14.0,100.0,0.75,40.0,7.0,1200.0,58.1,34.9,2.5,1.0,40.0,35.0,100.0,1,0,2
233,1,0,0,yes,1,5,6.0,1,50.0,58.0,0.3,16.0,78.53903345724908,0.875,24.0,10.3239852398524,2200.0,58.8,41.2,1.2,0.6,30.0,42.0,93.75,0,3,1
234,0,1,1,no,3,2,9.0,2,65.0,58.0,0.4,15.0,74.0,0.625,32.0,10.3239852398524,1800.0,57.5,42.5,2.5,1.0,38.0,37.0,103.2,1,1,2
235,1,0,0,yes,1,5,2.0,1,50.0,58.0,0.333,15.5,75.0,0.8125,24.0,10.3239852398524,2200.0,58.8,41.2,1.5,0.6,30.0,42.0,100.0,0,3,1
236,0,1,1,yes,3,3,9.0,2,62.5,47.0,0.167,17.0,75.0,0.75,30.0,14.3,1700.0,47.6,38.1,3.0,0.5,40.0,40.0,96.9,1,1,2
237,1,0,0,yes,1,6,9.0,1,40.0,47.0,0.2,15.0,75.0,0.75,25.0,10.3239852398524,2100.0,61.1,38.9,2.4,1.1,33.0,40.0,96.9,0,3,0
238,0,1,1,yes,1,4,2.0,2,45.0,47.0,0.2,14.0,80.0,0.75,20.0,18.0,1800.0,45.0,37.0,2.5,0.8,40.0,40.0,96.9,0,1,0
239,0,1,1,no,1,4,7.0,2,50.0,59.0,0.333,14.5,71.0,0.625,20.0,11.1,1650.0,55.5,33.3,2.5,1.0,40.0,39.056390977443606,103.03279135338346,1,1,1
240,0,1,1,yes,3,2,2.0,2,60.0,58.0,0.333,15.1,93.0,1.0,25.0,10.3239852398524,1650.0,56.1,33.9,2.5,1.0,40.0,35.0,100.0,1,1,2
241,0,1,1,no,3,2,2.0,2,50.0,58.0,0.367,13.5,100.0,0.75,35.0,10.3239852398524,1750.0,55.5,44.5,2.7,0.5,40.0,35.0,100.0,1,1,1
242,0,1,1,yes,2,0,2.0,2,40.0,56.0,0.3,16.5,80.0,0.7243334970530452,45.0,20.3,1400.0,44.2,35.5,3.0,0.6,40.0,35.0,100.0,0,0,0
243,0,1,1,yes,2,0,7.0,2,30.0,56.0,0.433,16.0,70.0,0.7243334970530452,60.0,21.8,1400.0,45.4,32.8,3.0,0.9,40.0,40.0,96.8,0,0,0
244,0,1,1,yes,3,2,9.0,2,37.5,56.0,0.3,14.0,82.0,0.625,28.0,10.3239852398524,1700.0,58.8,41.2,2.5,0.5,40.0,35.0,100.0,0,1,0
245,0,1,1,yes,0,1,5.0,2,50.0,56.0,0.333,14.6,74.0,0.75,30.907563025210084,7.5,1400.0,53.8,38.7,2.4,0.8,40.0,40.0,96.8,0,0,1
246,0,1,1,yes,0,1,1.0,2,57.5,56.0,0.5,13.8,73.0,0.75,30.907563025210084,4.4,1400.0,52.7,42.9,2.0,0.5,40.0,40.0,96.8,0,0,2
247,1,0,0,yes,1,6,2.0,1,45.0,55.0,0.2,14.0,73.0,0.75,30.0,10.3239852398524,2100.0,61.1,38.9,2.5,0.8,33.0,40.0,96.8,1,3,0
248,1,0,0,yes,1,5,9.0,1,30.0,56.0,0.2,14.7,87.0,0.875,20.0,10.3239852398524,2150.0,58.8,41.2,1.5,0.6,30.0,40.0,96.8,0,3,0
249,1,0,0,yes,1,5,2.0,1,40.0,56.0,0.333,15.3,86.0,0.8125,32.0,10.3239852398524,2150.0,58.8,41.2,2.2,0.8,30.0,35.0,100.0,0,3,0
250,0,0,0,yes,0,1,10.0,2,55.0,56.0,0.4,15.0,87.0,0.75,30.907563025210084,10.3239852398524,1250.0,62.5,37.5,2.5,1.0,40.0,40.0,96.8,0,0,1
251,0,0,0,yes,0,1,9.0,2,55.0,56.0,0.4,15.0,93.0,0.75,30.907563025210084,10.3239852398524,1250.0,62.5,37.5,2.5,1.0,40.0,40.0,96.8,0,0,1
252,0,1,1,no,3,3,2.0,2,60.0,56.0,0.3,16.0,87.0,0.625,26.0,10.5,1450.0,50.5,39.0,3.0,1.3,40.0,40.0,93.75,1,0,2
253,0,1,1,no,2,0,2.0,2,60.0,53.0,0.3,18.0,103.0,0.625,50.0,22.1,1600.0,41.0,36.9,3.0,0.7,40.0,35.0,105.2,0,0,2
254,0,1,1,no,2,0,7.0,2,57.5,53.0,0.367,14.5,70.0,0.625,58.0,20.2,1600.0,42.0,37.8,3.0,1.0,40.0,35.0,105.2,0,0,2
255,0,1,1,no,2,0,7.0,2,62.5,61.0,0.3,14.0,85.0,0.75,50.0,3.5,1660.0,56.8,39.7,3.0,1.0,32.0,40.0,93.75,0,1,2
256,0,1,1,no,2,0,2.0,2,65.0,61.0,0.367,14.8,80.0,0.375,45.0,19.5,1660.0,42.4,38.1,3.0,1.0,32.0,35.0,105.2,0,1,2
257,1,0,0,yes,1,7,2.0,1,50.0,61.0,0.267,14.2,88.0,1.0,29.0,10.3239852398524,2350.0,52.6,47.4,2.5,1.1,30.0,40.0,93.75,0,3,1
258,1,0,0,yes,1,7,10.0,1,50.0,61.0,0.333,13.0,72.0,1.0,41.0,10.3239852398524,2350.0,58.8,41.2,2.0,1.0,30.0,35.0,105.2,0,3,1
259,1,0,0,no,1,4,2.0,1,45.0,61.0,0.4,14.0,78.0,0.75,20.0,25.6,2100.0,42.7,31.7,2.5,0.8,30.0,35.0,105.2,0,3,0
260,1,0,0,yes,1,4,7.0,1,50.0,61.0,0.333,13.1,70.0,0.75,25.0,21.7,2100.0,41.7,36.6,2.5,0.8,30.0,35.0,105.2,0,3,1
261,1,0,0,yes,1,6,2.0,1,32.5,54.0,0.267,15.5,78.0,1.0,25.0,10.3239852398524,1900.0,58.8,41.2,2.5,0.5,30.0,35.0,93.3,0,2,0
262,1,0,0,yes,1,6,9.0,1,32.5,54.0,0.5,15.5,78.0,1.0,25.0,10.3239852398524,1900.0,58.8,41.2,1.4,0.8,30.0,35.0,103.2,0,2,0
263,1,0,0,yes,1,6,9.0,1,40.0,54.0,0.2,15.0,72.0,0.75,35.0,10.3239852398524,2500.0,58.5,41.5,2.1,1.1,30.0,40.0,100.0,0,3,0
264,1,0,0,yes,1,6,2.0,1,40.0,54.0,0.367,15.0,78.0,0.75,20.0,10.3239852398524,2500.0,61.1,38.9,2.5,0.7,30.0,40.0,100.0,0,3,0
265,1,0,0,yes,1,5,9.0,1,45.0,54.0,0.2,15.0,80.0,0.8125,20.0,10.3239852398524,2000.0,58.8,41.2,1.5,0.6,33.0,35.0,111.1,0,2,0
266,1,0,1,no,3,3,9.0,2,45.0360824742268,51.0,0.167,16.0,75.0,0.5,30.0,10.3239852398524,1800.0,58.8,41.2,2.1,1.0,30.0,35.0,100.0,1,1,1
267,1,0,0,yes,1,7,2.0,2,40.0,54.0,0.4,15.2,88.0,0.875,30.907563025210084,5.9,2300.0,49.5,44.6,2.5,1.0,33.0,35.0,111.1,0,3,0
268,1,0,0,yes,1,7,9.0,2,40.0,54.0,0.333,14.7,90.0,0.875,30.907563025210084,10.3239852398524,2300.0,52.6,47.4,3.0,1.1,33.0,35.0,111.1,0,3,0
269,0,1,1,yes,3,3,2.0,2,57.5,54.0,0.367,16.2,79.0,0.5,23.0,19.0,1500.0,47.6,33.4,3.0,1.0,32.0,35.0,93.3,0,0,2
270,0,1,1,no,2,0,2.0,2,60.0,53.0,0.333,16.5,88.0,0.75,55.0,22.1,1550.0,41.0,36.9,3.0,0.8,40.0,35.0,105.1,0,0,2
271,0,1,1,yes,3,3,9.0,2,55.0,54.0,0.3,15.8,79.0,0.5,30.0,12.4,1500.0,51.5,36.1,3.0,0.5,32.0,35.0,93.3,0,0,1
272,0,1,1,no,2,0,7.0,2,60.0,53.0,0.3,14.7,70.0,0.75,50.0,20.2,1550.0,42.0,37.8,3.0,1.0,40.0,35.0,111.1,0,0,2
273,1,0,0,yes,3,3,2.0,1,45.0,53.0,0.3,15.2,78.0,1.0,30.907563025210084,13.3,2150.0,51.0,35.7,2.5,1.1,30.0,35.0,111.1,0,3,0
274,1,0,0,yes,3,3,9.0,1,35.0,53.0,0.267,14.7,80.0,1.0,30.907563025210084,5.5,2150.0,55.6,38.9,2.5,0.4,30.0,35.0,111.1,0,3,0
275,1,0,1,yes,3,3,2.0,2,35.0,55.0,0.5,15.0,70.0,0.5,32.0,10.3239852398524,1950.0,58.8,41.2,2.5,1.3,30.0,35.0,100.0,1,2,0
276,1,0,0,no,3,3,2.0,2,35.0,55.0,0.233,15.0,70.0,0.5,35.0,10.3239852398524,2000.0,58.8,41.2,2.5,1.5,30.0,35.0,100.0,1,2,0
277,1,0,1,no,3,3,9.0,2,45.0360824742268,54.0,0.333,17.0,94.0,0.25,26.0,10.3239852398524,1900.0,56.8,43.2,2.5,0.9,30.0,35.0,100.0,0,2,1
278,1,0,1,no,3,3,2.0,2,45.0360824742268,54.0,0.2,14.0,80.0,0.3125,34.0,3.4,1900.0,56.8,39.8,2.5,1.3,30.0,40.0,106.7,0,2,1
279,1,0,0,yes,1,7,2.0,1,30.0,50.0,0.2,15.6,84.0,1.0,30.907563025210084,10.3239852398524,2400.0,58.8,41.2,2.5,0.9,33.0,35.0,96.8,0,3,0
